date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
28/01/2020 16:15,1.29827,1.2988,1.29886,1.29796,1.29842,1.29894,1.29898,1.29811,2307
28/01/2020 16:30,1.2988,1.29937,1.2997,1.29879,1.29894,1.29951,1.29982,1.29893,2847
28/01/2020 16:45,1.29937,1.2995,1.29963,1.29917,1.29951,1.29963,1.29978,1.29932,1969
28/01/2020 17:00,1.2995,1.29915,1.29952,1.29896,1.29963,1.29928,1.29965,1.29911,2501
28/01/2020 17:15,1.29915,1.29974,1.29991,1.2991,1.29928,1.29987,1.30004,1.29924,1959
28/01/2020 17:30,1.29974,1.29973,1.2999,1.29957,1.29987,1.29987,1.30004,1.2997,1513
28/01/2020 17:45,1.29973,1.29985,1.29992,1.29934,1.29987,1.29999,1.30007,1.29947,2489
28/01/2020 18:00,1.29985,1.30027,1.30027,1.29978,1.29999,1.30043,1.30043,1.29993,1555
28/01/2020 18:15,1.30027,1.29999,1.30029,1.29988,1.30043,1.30013,1.30044,1.30003,1506
28/01/2020 18:30,1.29999,1.29989,1.30009,1.29981,1.30013,1.30002,1.30023,1.29995,1984
28/01/2020 18:45,1.29989,1.29976,1.29998,1.29967,1.30002,1.29991,1.30013,1.29982,1600
28/01/2020 19:00,1.29976,1.29965,1.29977,1.29936,1.29991,1.29979,1.29993,1.29949,1363
28/01/2020 19:15,1.29965,1.29977,1.29998,1.29955,1.29979,1.2999,1.30013,1.29971,1744
28/01/2020 19:30,1.29977,1.3006,1.30064,1.29947,1.2999,1.30074,1.30076,1.29958,2472
28/01/2020 19:45,1.3006,1.30069,1.3009,1.30036,1.30074,1.30083,1.30103,1.30053,2396
28/01/2020 20:00,1.30069,1.30092,1.30101,1.30068,1.30083,1.30103,1.30114,1.30081,1508
28/01/2020 20:15,1.30092,1.30116,1.3015,1.30088,1.30103,1.30133,1.30164,1.30102,1632
28/01/2020 20:30,1.30116,1.30149,1.30177,1.30116,1.30133,1.30162,1.30192,1.30131,1750
28/01/2020 20:45,1.30149,1.30193,1.30196,1.30127,1.30162,1.30206,1.30207,1.30143,2459
28/01/2020 21:00,1.30193,1.30177,1.3021,1.3017,1.30206,1.30193,1.30225,1.30185,1762
28/01/2020 21:15,1.30177,1.3022,1.30228,1.30173,1.30193,1.30234,1.30243,1.30185,1025
28/01/2020 21:30,1.3022,1.30236,1.30264,1.30219,1.30234,1.3025,1.30275,1.30234,1322
28/01/2020 21:45,1.30236,1.30268,1.30276,1.30222,1.3025,1.30285,1.30292,1.30237,1135
28/01/2020 22:00,1.30268,1.30258,1.30292,1.30176,1.30285,1.30285,1.30308,1.30245,228
28/01/2020 22:15,1.30258,1.30273,1.30283,1.30245,1.30285,1.3029,1.30323,1.30285,157
28/01/2020 22:30,1.30273,1.30269,1.30274,1.30268,1.3029,1.3029,1.3029,1.30288,23
28/01/2020 22:45,1.30269,1.30233,1.30274,1.30233,1.3029,1.30271,1.30292,1.30261,266
28/01/2020 23:00,1.30233,1.30251,1.30256,1.30214,1.30271,1.30267,1.3028,1.30253,574
28/01/2020 23:15,1.30251,1.30253,1.30273,1.30248,1.30267,1.30266,1.30287,1.30265,315
28/01/2020 23:30,1.30253,1.3024,1.30256,1.30235,1.30266,1.30259,1.30273,1.30253,923
28/01/2020 23:45,1.3024,1.30226,1.30244,1.30226,1.30259,1.30243,1.30263,1.30242,655
29/01/2020 00:00,1.30226,1.30221,1.30241,1.30211,1.30243,1.30235,1.30255,1.30227,562
29/01/2020 00:15,1.30221,1.30243,1.30246,1.30221,1.30235,1.3026,1.30261,1.30236,483
29/01/2020 00:30,1.30243,1.3026,1.30269,1.30242,1.3026,1.30276,1.30287,1.30259,902
29/01/2020 00:45,1.3026,1.30228,1.30269,1.30213,1.30276,1.30245,1.30284,1.30224,1333
29/01/2020 01:00,1.30228,1.30218,1.30231,1.30214,1.30245,1.30234,1.30247,1.30228,684
29/01/2020 01:15,1.30218,1.3021,1.30231,1.30206,1.30234,1.30223,1.30244,1.30221,1101
29/01/2020 01:30,1.3021,1.30181,1.30219,1.30178,1.30223,1.30194,1.30233,1.3019,1822
29/01/2020 01:45,1.30181,1.30156,1.3019,1.30155,1.30194,1.30171,1.30206,1.3017,2026
29/01/2020 02:00,1.30156,1.30178,1.30181,1.30153,1.30171,1.30192,1.30197,1.30168,1105
29/01/2020 02:15,1.30178,1.3016,1.30181,1.30156,1.30192,1.30172,1.30198,1.30169,522
29/01/2020 02:30,1.3016,1.30159,1.30169,1.30147,1.30172,1.30172,1.30183,1.30159,402
29/01/2020 02:45,1.30159,1.30159,1.30163,1.30146,1.30172,1.30175,1.30175,1.30161,511
29/01/2020 03:00,1.30159,1.30185,1.30199,1.30156,1.30175,1.30198,1.30216,1.30173,613
29/01/2020 03:15,1.30185,1.30197,1.30201,1.30178,1.30198,1.30213,1.30217,1.30193,589
29/01/2020 03:30,1.30197,1.30201,1.30203,1.30178,1.30213,1.30214,1.30218,1.30192,693
29/01/2020 03:45,1.30201,1.30184,1.30213,1.30176,1.30214,1.30197,1.30227,1.30191,757
29/01/2020 04:00,1.30184,1.30178,1.30184,1.30161,1.30197,1.30191,1.30198,1.30175,718
29/01/2020 04:15,1.30178,1.30186,1.30191,1.30176,1.30191,1.30202,1.30205,1.30188,391
29/01/2020 04:30,1.30186,1.30183,1.30191,1.30176,1.30202,1.30196,1.30205,1.30191,387
29/01/2020 04:45,1.30183,1.30199,1.302,1.30176,1.30196,1.30215,1.30215,1.3019,564
29/01/2020 05:00,1.30199,1.30202,1.30208,1.30192,1.30215,1.30216,1.3022,1.30207,314
29/01/2020 05:15,1.30202,1.30187,1.30203,1.30179,1.30216,1.30204,1.30218,1.30195,385
29/01/2020 05:30,1.30187,1.30196,1.30202,1.30187,1.30204,1.30214,1.30218,1.30204,1076
29/01/2020 05:45,1.30196,1.30247,1.30251,1.30194,1.30214,1.30263,1.30265,1.30211,809
29/01/2020 06:00,1.30247,1.30223,1.30251,1.30214,1.30263,1.30237,1.30268,1.30228,814
29/01/2020 06:15,1.30223,1.30236,1.30241,1.30213,1.30237,1.3025,1.30256,1.30227,871
29/01/2020 06:30,1.30236,1.30251,1.30254,1.30223,1.3025,1.30267,1.3027,1.30236,1000
29/01/2020 06:45,1.30251,1.30225,1.30258,1.30222,1.30267,1.30238,1.30275,1.30237,599
29/01/2020 07:00,1.30225,1.3014,1.30225,1.3011,1.30238,1.30154,1.30239,1.30128,2009
29/01/2020 07:15,1.3014,1.30132,1.30155,1.30067,1.30154,1.30147,1.30168,1.3008,2325
29/01/2020 07:30,1.30132,1.30108,1.30142,1.30076,1.30147,1.30124,1.30157,1.30091,2175
29/01/2020 07:45,1.30108,1.30093,1.30122,1.30086,1.30124,1.30107,1.30138,1.30102,2153
29/01/2020 08:00,1.30093,1.30085,1.30131,1.30032,1.30107,1.30101,1.30147,1.30048,4108
29/01/2020 08:15,1.30085,1.30123,1.30125,1.30054,1.30101,1.30137,1.3014,1.30068,2802
29/01/2020 08:30,1.30123,1.30174,1.30192,1.30095,1.30137,1.3019,1.30207,1.30109,3060
29/01/2020 08:45,1.30174,1.30176,1.30222,1.30153,1.3019,1.30189,1.30236,1.30167,2939
29/01/2020 09:00,1.30176,1.30253,1.30259,1.30094,1.30189,1.30269,1.30273,1.30108,3985
29/01/2020 09:15,1.30253,1.30203,1.30254,1.30175,1.30269,1.30218,1.30269,1.30191,3267
29/01/2020 09:30,1.30203,1.30158,1.30206,1.30123,1.30218,1.30172,1.3022,1.30137,3074
29/01/2020 09:45,1.30158,1.30134,1.30175,1.30117,1.30172,1.30148,1.3019,1.30129,2544
29/01/2020 10:00,1.30134,1.30137,1.30182,1.30132,1.30148,1.3015,1.30196,1.30145,1578
29/01/2020 10:15,1.30137,1.30125,1.3016,1.30095,1.3015,1.30139,1.30173,1.30104,2157
29/01/2020 10:30,1.30125,1.30087,1.30139,1.30072,1.30139,1.30103,1.30153,1.30084,2056
29/01/2020 10:45,1.30087,1.30134,1.30138,1.30069,1.30103,1.30149,1.30152,1.30082,1826
29/01/2020 11:00,1.30134,1.30084,1.30133,1.30059,1.30149,1.30099,1.30149,1.30075,1817
29/01/2020 11:15,1.30084,1.30113,1.30118,1.30062,1.30099,1.30129,1.30133,1.30076,1956
29/01/2020 11:30,1.30113,1.30124,1.30125,1.30095,1.30129,1.3014,1.3014,1.30109,1481
29/01/2020 11:45,1.30124,1.30144,1.30156,1.30114,1.3014,1.30159,1.3017,1.30128,1491
29/01/2020 12:00,1.30144,1.30153,1.302,1.30126,1.30159,1.30167,1.30216,1.30139,1621
29/01/2020 12:15,1.30153,1.30152,1.30163,1.30104,1.30167,1.30167,1.30177,1.30118,1362
29/01/2020 12:30,1.30152,1.30053,1.30152,1.30051,1.30167,1.30065,1.30167,1.30065,2535
29/01/2020 12:45,1.30053,1.30076,1.3009,1.30029,1.30065,1.30092,1.30105,1.30043,2214
29/01/2020 13:00,1.30076,1.30059,1.30128,1.30042,1.30092,1.30074,1.30143,1.30054,4290
29/01/2020 13:15,1.30059,1.29957,1.30059,1.29945,1.30074,1.29972,1.30075,1.29956,5130
29/01/2020 13:30,1.29957,1.29988,1.3001,1.29947,1.29972,1.30001,1.30024,1.29961,2977
29/01/2020 13:45,1.29988,1.29894,1.2999,1.29888,1.30001,1.29909,1.30005,1.29903,3082
29/01/2020 14:00,1.29894,1.29973,1.29982,1.29894,1.29909,1.29987,1.29996,1.29909,2943
29/01/2020 14:15,1.29973,1.29937,1.29974,1.29917,1.29987,1.29951,1.29989,1.2993,2744
29/01/2020 14:30,1.29937,1.3002,1.30031,1.29934,1.29951,1.30035,1.30046,1.2995,3342
29/01/2020 14:45,1.3002,1.30087,1.30088,1.30013,1.30035,1.30102,1.30103,1.30027,3082
29/01/2020 15:00,1.30087,1.30055,1.30166,1.30055,1.30102,1.30072,1.30179,1.3007,5641
29/01/2020 15:15,1.30055,1.29985,1.30057,1.29985,1.30072,1.30001,1.30073,1.3,3858
29/01/2020 15:30,1.29985,1.30067,1.30074,1.29954,1.30001,1.30081,1.30086,1.29968,4349
29/01/2020 15:45,1.30067,1.30014,1.30066,1.29947,1.30081,1.30028,1.30081,1.29961,5071
29/01/2020 16:00,1.30014,1.29989,1.30043,1.29974,1.30028,1.30003,1.30057,1.29986,3863
29/01/2020 16:15,1.29989,1.30039,1.30041,1.2998,1.30003,1.3005,1.30054,1.29993,2167
29/01/2020 16:30,1.30039,1.30068,1.30079,1.30015,1.3005,1.30082,1.30093,1.30029,2177
29/01/2020 16:45,1.30068,1.30098,1.301,1.30035,1.30082,1.30114,1.30115,1.30048,2063
29/01/2020 17:00,1.30098,1.30074,1.30107,1.30055,1.30114,1.30092,1.30122,1.30068,1650
29/01/2020 17:15,1.30074,1.3009,1.30124,1.30068,1.30092,1.30104,1.30136,1.30081,1550
29/01/2020 17:30,1.3009,1.3011,1.30133,1.30088,1.30104,1.30123,1.30147,1.30102,1403
29/01/2020 17:45,1.3011,1.30116,1.30162,1.30098,1.30123,1.3013,1.30172,1.30112,1483
29/01/2020 18:00,1.30116,1.30106,1.30119,1.30084,1.3013,1.30119,1.30134,1.30097,1348
29/01/2020 18:15,1.30106,1.30099,1.30107,1.30076,1.30119,1.30112,1.30122,1.3009,1670
29/01/2020 18:30,1.30099,1.3012,1.3012,1.30084,1.30112,1.30133,1.30134,1.30099,1734
29/01/2020 18:45,1.3012,1.30099,1.3013,1.30099,1.30133,1.30152,1.30171,1.30116,1657
29/01/2020 19:00,1.30099,1.30144,1.30182,1.30079,1.30152,1.30158,1.30196,1.30097,2599
29/01/2020 19:15,1.30144,1.30215,1.30228,1.30144,1.30158,1.3023,1.30241,1.30158,2433
29/01/2020 19:30,1.30215,1.30224,1.30236,1.30157,1.3023,1.30236,1.3025,1.30171,2278
29/01/2020 19:45,1.30224,1.30228,1.30251,1.30188,1.30236,1.30244,1.30267,1.30201,4438
29/01/2020 20:00,1.30228,1.30155,1.30231,1.30133,1.30244,1.30171,1.30247,1.3015,3331
29/01/2020 20:15,1.30155,1.30144,1.30166,1.30112,1.30171,1.3016,1.30181,1.30126,3178
29/01/2020 20:30,1.30144,1.3014,1.30147,1.30104,1.3016,1.30154,1.30162,1.30118,1874
29/01/2020 20:45,1.3014,1.30146,1.30148,1.30096,1.30154,1.30161,1.30163,1.30108,1554
29/01/2020 21:00,1.30146,1.30117,1.30159,1.30109,1.30161,1.3013,1.30172,1.30123,830
29/01/2020 21:15,1.30117,1.30147,1.30156,1.30115,1.3013,1.30161,1.30166,1.30126,636
29/01/2020 21:30,1.30147,1.30129,1.30146,1.30114,1.30161,1.30143,1.30162,1.30128,699
29/01/2020 21:45,1.30129,1.30162,1.30189,1.30129,1.30143,1.3022,1.30224,1.30142,506
29/01/2020 22:00,1.30162,1.30069,1.30156,1.30054,1.3022,1.30185,1.30255,1.30184,56
29/01/2020 22:15,1.30069,1.3009,1.3009,1.30029,1.30185,1.30135,1.30187,1.30115,87
29/01/2020 22:30,1.3009,1.30131,1.30146,1.30088,1.30135,1.30182,1.30183,1.30135,151
29/01/2020 22:45,1.30131,1.30135,1.30151,1.30116,1.30182,1.30172,1.30185,1.30145,1322
29/01/2020 23:00,1.30135,1.3018,1.30185,1.30129,1.30172,1.30201,1.30206,1.30152,309
29/01/2020 23:15,1.3018,1.30204,1.30206,1.30176,1.30201,1.30224,1.30225,1.30196,331
29/01/2020 23:30,1.30204,1.30209,1.30216,1.30188,1.30224,1.30226,1.30232,1.30203,484
29/01/2020 23:45,1.30209,1.30206,1.3021,1.30195,1.30226,1.30221,1.30229,1.30205,286
30/01/2020 00:00,1.30206,1.30204,1.30219,1.30199,1.30221,1.30222,1.30234,1.30214,682
30/01/2020 00:15,1.30204,1.30199,1.30207,1.30195,1.30222,1.30215,1.30224,1.3021,815
30/01/2020 00:30,1.30199,1.30216,1.30222,1.30198,1.30215,1.30233,1.30236,1.30213,666
30/01/2020 00:45,1.30216,1.30207,1.30247,1.30203,1.30233,1.30222,1.30257,1.30221,1002
30/01/2020 01:00,1.30207,1.30219,1.3025,1.30207,1.30222,1.30234,1.30265,1.30223,784
30/01/2020 01:15,1.30219,1.30237,1.30248,1.30216,1.30234,1.30251,1.30264,1.30232,962
30/01/2020 01:30,1.30237,1.30218,1.3024,1.30216,1.30251,1.30235,1.30255,1.30229,582
30/01/2020 01:45,1.30218,1.30195,1.3023,1.30187,1.30235,1.30212,1.30244,1.30201,648
30/01/2020 02:00,1.30195,1.30191,1.302,1.30186,1.30212,1.30207,1.30216,1.302,681
30/01/2020 02:15,1.30191,1.30173,1.30193,1.30165,1.30207,1.30189,1.30208,1.3018,657
30/01/2020 02:30,1.30173,1.30169,1.30183,1.30157,1.30189,1.30184,1.30197,1.30168,1089
30/01/2020 02:45,1.30169,1.30168,1.30181,1.30147,1.30184,1.3018,1.30194,1.30161,839
30/01/2020 03:00,1.30168,1.3016,1.30169,1.30138,1.3018,1.30174,1.30183,1.30155,906
30/01/2020 03:15,1.3016,1.30149,1.30165,1.30139,1.30174,1.30164,1.3018,1.30151,521
30/01/2020 03:30,1.30149,1.30139,1.30153,1.30139,1.30164,1.30154,1.30169,1.30152,518
30/01/2020 03:45,1.30139,1.30158,1.3016,1.30132,1.30154,1.30173,1.30174,1.30148,1237
30/01/2020 04:00,1.30158,1.30149,1.30173,1.30116,1.30173,1.30164,1.30186,1.3013,627
30/01/2020 04:15,1.30149,1.30148,1.30159,1.30142,1.30164,1.30162,1.30174,1.30155,359
30/01/2020 04:30,1.30148,1.30164,1.30166,1.3014,1.30162,1.3018,1.30181,1.30153,393
30/01/2020 04:45,1.30164,1.30147,1.30165,1.30146,1.3018,1.30164,1.3018,1.30157,415
30/01/2020 05:00,1.30147,1.30129,1.30158,1.30124,1.30164,1.30144,1.30174,1.30139,541
30/01/2020 05:15,1.30129,1.3014,1.30144,1.30105,1.30144,1.30155,1.30158,1.3012,766
30/01/2020 05:30,1.3014,1.30119,1.30149,1.30116,1.30155,1.30134,1.30163,1.30132,526
30/01/2020 05:45,1.30119,1.3014,1.30144,1.30111,1.30134,1.30156,1.30157,1.30125,689
30/01/2020 06:00,1.3014,1.3014,1.30151,1.30125,1.30156,1.30155,1.30165,1.30141,765
30/01/2020 06:15,1.3014,1.30139,1.30151,1.30134,1.30155,1.30154,1.30166,1.30148,401
30/01/2020 06:30,1.30139,1.3011,1.30141,1.30107,1.30154,1.30126,1.30155,1.30123,1406
30/01/2020 06:45,1.3011,1.301,1.30119,1.30093,1.30126,1.30117,1.30136,1.30109,732
30/01/2020 07:00,1.301,1.30009,1.30113,1.30006,1.30117,1.3002,1.30126,1.30019,3141
30/01/2020 07:15,1.30009,1.30026,1.30055,1.29997,1.3002,1.30039,1.30067,1.30011,2223
30/01/2020 07:30,1.30026,1.30001,1.30041,1.29953,1.30039,1.30017,1.30057,1.29967,2654
30/01/2020 07:45,1.30001,1.2999,1.3005,1.29947,1.30017,1.30008,1.30066,1.29961,2117
30/01/2020 08:00,1.2999,1.29853,1.30021,1.29827,1.30008,1.29869,1.30035,1.2984,4885
30/01/2020 08:15,1.29853,1.29809,1.29868,1.2977,1.29869,1.29824,1.29883,1.29784,4937
30/01/2020 08:30,1.29809,1.2988,1.29891,1.29793,1.29824,1.29896,1.29906,1.29807,3265
30/01/2020 08:45,1.2988,1.29914,1.29926,1.29852,1.29896,1.29925,1.29939,1.29865,2486
30/01/2020 09:00,1.29914,1.29888,1.29946,1.29847,1.29925,1.29902,1.29962,1.2986,4113
30/01/2020 09:15,1.29888,1.29946,1.2999,1.29886,1.29902,1.2996,1.30004,1.29901,2463
30/01/2020 09:30,1.29946,1.30057,1.30084,1.29934,1.2996,1.30071,1.30099,1.29945,3068
30/01/2020 09:45,1.30057,1.30156,1.3018,1.30035,1.30071,1.30173,1.30196,1.3005,3579
30/01/2020 10:00,1.30156,1.30182,1.30239,1.30136,1.30173,1.30195,1.30255,1.3015,3468
30/01/2020 10:15,1.30182,1.30216,1.30245,1.30165,1.30195,1.3023,1.3026,1.3018,2239
30/01/2020 10:30,1.30216,1.30136,1.30237,1.30127,1.3023,1.30151,1.3025,1.3014,2625
30/01/2020 10:45,1.30136,1.30084,1.30185,1.30075,1.30151,1.30099,1.30199,1.30088,2914
30/01/2020 11:00,1.30084,1.30108,1.30157,1.30076,1.30099,1.30121,1.30173,1.30089,3019
30/01/2020 11:15,1.30108,1.30266,1.30281,1.30104,1.30121,1.30277,1.30295,1.30118,2901
30/01/2020 11:30,1.30266,1.30265,1.3033,1.30247,1.30277,1.3028,1.30344,1.30259,3991
30/01/2020 11:45,1.30265,1.30595,1.30679,1.30212,1.3028,1.30654,1.30746,1.30227,4848
30/01/2020 12:00,1.30595,1.30663,1.30877,1.30545,1.30654,1.30675,1.3093,1.30569,20316
30/01/2020 12:15,1.30663,1.30889,1.30947,1.3066,1.30675,1.30906,1.30961,1.30674,9814
30/01/2020 12:30,1.30889,1.3088,1.3092,1.30751,1.30906,1.30898,1.30935,1.30766,9437
30/01/2020 12:45,1.3088,1.30881,1.31017,1.30851,1.30898,1.309,1.31031,1.30867,7026
30/01/2020 13:00,1.30881,1.30994,1.30999,1.30813,1.309,1.31011,1.31014,1.3083,9639
30/01/2020 13:15,1.30994,1.30942,1.3108,1.30916,1.31011,1.30983,1.31098,1.30938,9182
30/01/2020 13:30,1.30942,1.31043,1.31069,1.30915,1.30983,1.31059,1.31084,1.30944,8245
30/01/2020 13:45,1.31043,1.30977,1.31053,1.30878,1.31059,1.30992,1.31067,1.30888,7784
30/01/2020 14:00,1.30977,1.30944,1.30988,1.3089,1.30992,1.30958,1.31005,1.30904,5569
30/01/2020 14:15,1.30944,1.30922,1.30973,1.30879,1.30958,1.30937,1.30989,1.30895,4476
30/01/2020 14:30,1.30922,1.30789,1.30944,1.30764,1.30937,1.30803,1.30958,1.30779,6152
30/01/2020 14:45,1.30789,1.30804,1.3083,1.30744,1.30803,1.30816,1.30846,1.30758,4895
30/01/2020 15:00,1.30804,1.30866,1.3089,1.30781,1.30816,1.30881,1.30902,1.30795,4895
30/01/2020 15:15,1.30866,1.309,1.30928,1.3086,1.30881,1.30915,1.30944,1.30875,4093
30/01/2020 15:30,1.309,1.30956,1.30985,1.3088,1.30915,1.30971,1.30999,1.30893,5307
30/01/2020 15:45,1.30956,1.30996,1.31022,1.30907,1.30971,1.31009,1.31034,1.30919,6581
30/01/2020 16:00,1.30996,1.3102,1.31065,1.30985,1.31009,1.31035,1.31079,1.30999,6026
30/01/2020 16:15,1.3102,1.3098,1.31033,1.3094,1.31035,1.30995,1.31046,1.30954,4536
30/01/2020 16:30,1.3098,1.3096,1.30995,1.30928,1.30995,1.30975,1.31008,1.30943,2724
30/01/2020 16:45,1.3096,1.31054,1.31094,1.30955,1.30975,1.3107,1.3111,1.3097,3578
30/01/2020 17:00,1.31054,1.30985,1.31054,1.30976,1.3107,1.30999,1.31069,1.30988,2354
30/01/2020 17:15,1.30985,1.30953,1.31024,1.30944,1.30999,1.30966,1.31037,1.30957,2576
30/01/2020 17:30,1.30953,1.30954,1.30975,1.30929,1.30966,1.30966,1.3099,1.30945,2996
30/01/2020 17:45,1.30954,1.30941,1.30966,1.30929,1.30966,1.30956,1.30979,1.30944,2390
30/01/2020 18:00,1.30941,1.30912,1.30954,1.30911,1.30956,1.30926,1.30967,1.30923,1855
30/01/2020 18:15,1.30912,1.30914,1.3092,1.30887,1.30926,1.30929,1.30932,1.309,1070
30/01/2020 18:30,1.30914,1.30884,1.30948,1.30877,1.30929,1.30895,1.30962,1.3089,1731
30/01/2020 18:45,1.30884,1.30834,1.30894,1.30822,1.30895,1.30848,1.30908,1.30836,2178
30/01/2020 19:00,1.30834,1.30834,1.30839,1.30793,1.30848,1.3085,1.30853,1.30805,2259
30/01/2020 19:15,1.30834,1.30814,1.30854,1.30812,1.3085,1.3083,1.3087,1.30826,2876
30/01/2020 19:30,1.30814,1.30858,1.30874,1.30793,1.3083,1.30874,1.30892,1.30805,3750
30/01/2020 19:45,1.30858,1.30836,1.30862,1.30811,1.30874,1.30848,1.30875,1.30827,5005
30/01/2020 20:00,1.30836,1.30839,1.30841,1.30792,1.30848,1.30854,1.30855,1.30806,3822
30/01/2020 20:15,1.30839,1.30877,1.30885,1.30824,1.30854,1.30891,1.309,1.30838,2025
30/01/2020 20:30,1.30877,1.30906,1.30931,1.30869,1.30891,1.30921,1.30946,1.30885,2508
30/01/2020 20:45,1.30906,1.30931,1.30938,1.30896,1.30921,1.30948,1.30953,1.3091,2443
30/01/2020 21:00,1.30931,1.30929,1.30936,1.30902,1.30948,1.30943,1.30952,1.30913,1801
30/01/2020 21:15,1.30929,1.30911,1.30931,1.30902,1.30943,1.30927,1.30943,1.30919,322
30/01/2020 21:30,1.30911,1.30907,1.30929,1.30896,1.30927,1.30922,1.30943,1.3091,611
30/01/2020 21:45,1.30907,1.30943,1.30943,1.30892,1.30922,1.30966,1.30968,1.30907,1087
30/01/2020 22:00,1.30943,1.30915,1.30948,1.30845,1.30966,1.30947,1.31021,1.30914,110
30/01/2020 22:15,1.30915,1.30855,1.30934,1.30813,1.30947,1.30905,1.30984,1.30899,255
30/01/2020 22:30,1.30855,1.30869,1.3089,1.30821,1.30905,1.30897,1.30925,1.30894,312
30/01/2020 22:45,1.30869,1.30885,1.30885,1.30865,1.30897,1.30922,1.30922,1.30891,336
30/01/2020 23:00,1.30885,1.30874,1.30893,1.30865,1.30922,1.30892,1.30915,1.30883,2195
30/01/2020 23:15,1.30874,1.30874,1.30877,1.30861,1.30892,1.30892,1.30895,1.30878,642
30/01/2020 23:30,1.30874,1.30854,1.30875,1.30844,1.30892,1.30868,1.30894,1.3086,1145
30/01/2020 23:45,1.30854,1.30844,1.30859,1.30833,1.30868,1.30861,1.30877,1.30852,642
31/01/2020 00:00,1.30844,1.30909,1.30909,1.30835,1.30861,1.30924,1.30924,1.3085,1045
31/01/2020 00:15,1.30909,1.30911,1.30919,1.30896,1.30924,1.30926,1.30934,1.30911,414
31/01/2020 00:30,1.30911,1.30969,1.30971,1.3091,1.30926,1.30985,1.30987,1.30924,605
31/01/2020 00:45,1.30969,1.31006,1.31011,1.30968,1.30985,1.31026,1.31026,1.30983,1782
31/01/2020 01:00,1.31006,1.31011,1.31053,1.30996,1.31026,1.31026,1.31061,1.31012,1942
31/01/2020 01:15,1.31011,1.30993,1.31021,1.30992,1.31026,1.31007,1.31036,1.31007,795
31/01/2020 01:30,1.30993,1.30967,1.31007,1.30963,1.31007,1.30984,1.31022,1.30981,976
31/01/2020 01:45,1.30967,1.30961,1.30975,1.30935,1.30984,1.30975,1.30992,1.30952,1394
31/01/2020 02:00,1.30961,1.31005,1.31005,1.30958,1.30975,1.3102,1.31022,1.30972,1052
31/01/2020 02:15,1.31005,1.30989,1.31033,1.30973,1.3102,1.31005,1.31048,1.30987,1551
31/01/2020 02:30,1.30989,1.30978,1.31018,1.30965,1.31005,1.30997,1.31033,1.3098,848
31/01/2020 02:45,1.30978,1.30958,1.30979,1.30958,1.30997,1.30974,1.30999,1.30973,773
31/01/2020 03:00,1.30958,1.30967,1.30991,1.30949,1.30974,1.30981,1.31004,1.30962,996
31/01/2020 03:15,1.30967,1.30949,1.30971,1.30942,1.30981,1.30965,1.30987,1.30957,748
31/01/2020 03:30,1.30949,1.30956,1.30975,1.30948,1.30965,1.30972,1.30992,1.30964,741
31/01/2020 03:45,1.30956,1.30934,1.30957,1.30925,1.30972,1.30952,1.30975,1.30937,693
31/01/2020 04:00,1.30934,1.30939,1.30966,1.30928,1.30952,1.30953,1.30982,1.30944,663
31/01/2020 04:15,1.30939,1.30951,1.30955,1.30926,1.30953,1.30962,1.30968,1.30941,1145
31/01/2020 04:30,1.30951,1.3098,1.3098,1.30949,1.30962,1.30995,1.30998,1.30964,1303
31/01/2020 04:45,1.3098,1.30976,1.30986,1.3097,1.30995,1.30992,1.31003,1.30986,487
31/01/2020 05:00,1.30976,1.30971,1.30991,1.30964,1.30992,1.30988,1.31008,1.3098,804
31/01/2020 05:15,1.30971,1.30975,1.30979,1.30968,1.30988,1.30992,1.30994,1.30981,1023
31/01/2020 05:30,1.30975,1.30964,1.30981,1.30959,1.30992,1.30977,1.30998,1.30975,824
31/01/2020 05:45,1.30964,1.30962,1.30964,1.3094,1.30977,1.30977,1.30979,1.30956,909
31/01/2020 06:00,1.30962,1.30978,1.30988,1.30941,1.30977,1.30995,1.31004,1.30956,995
31/01/2020 06:15,1.30978,1.30967,1.30979,1.30961,1.30995,1.30987,1.30995,1.30974,470
31/01/2020 06:30,1.30967,1.31005,1.31006,1.30948,1.30987,1.3102,1.3102,1.30966,724
31/01/2020 06:45,1.31005,1.31003,1.3103,1.31,1.3102,1.31023,1.31044,1.31014,1268
31/01/2020 07:00,1.31003,1.31113,1.31144,1.30974,1.31023,1.31129,1.31158,1.30986,2810
31/01/2020 07:15,1.31113,1.31172,1.3119,1.31107,1.31129,1.31189,1.31205,1.31121,3813
31/01/2020 07:30,1.31172,1.31201,1.31246,1.31158,1.31189,1.31215,1.31262,1.31172,3206
31/01/2020 07:45,1.31201,1.31275,1.31279,1.31201,1.31215,1.31291,1.31294,1.31215,2926
31/01/2020 08:00,1.31275,1.31288,1.31295,1.31218,1.31291,1.31302,1.31308,1.31233,4014
31/01/2020 08:15,1.31288,1.31396,1.31401,1.31287,1.31302,1.31411,1.31416,1.313,4323
31/01/2020 08:30,1.31396,1.3135,1.31403,1.31349,1.31411,1.31364,1.31418,1.31363,2727
31/01/2020 08:45,1.3135,1.31386,1.31392,1.31346,1.31364,1.31401,1.31405,1.31361,2981
31/01/2020 09:00,1.31386,1.31358,1.31399,1.31338,1.31401,1.31372,1.31412,1.31353,2258
