,date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
157,05/01/2020 20:00,1.30764,1.30797,1.30797,1.30797,1.30818,1.3088799999999998,1.30914,1.3088799999999998,5
158,05/01/2020 20:15,1.30797,1.30797,1.30797,1.30797,1.3088799999999998,1.30908,1.30908,1.3090700000000002,2
159,05/01/2020 20:30,1.30797,1.30797,1.30797,1.30797,1.30908,1.3090700000000002,1.30908,1.30853,8
160,05/01/2020 21:15,1.30797,1.30726,1.30797,1.30726,1.3090700000000002,1.30777,1.30913,1.30777,15
161,05/01/2020 21:30,1.30726,1.30692,1.30726,1.30692,1.30777,1.30739,1.3085,1.30739,15
162,05/01/2020 21:45,1.30692,1.30829,1.3083,1.30671,1.30739,1.30894,1.30904,1.3073,30
163,05/01/2020 22:00,1.30829,1.30654,1.30843,1.30651,1.30894,1.3071700000000002,1.30931,1.3071,154
164,05/01/2020 22:15,1.30654,1.30682,1.3069899999999999,1.30645,1.3071700000000002,1.30782,1.30825,1.30718,65
165,05/01/2020 22:30,1.30682,1.30685,1.30703,1.30641,1.30782,1.30758,1.3078,1.30703,169
166,05/01/2020 22:45,1.30685,1.30675,1.30782,1.30663,1.30758,1.30786,1.30866,1.30758,205
167,05/01/2020 23:00,1.30675,1.30745,1.30748,1.3063,1.30786,1.30767,1.30808,1.30653,1905
168,05/01/2020 23:15,1.30745,1.3078100000000001,1.3081,1.30739,1.30767,1.30797,1.30829,1.30756,2140
169,05/01/2020 23:30,1.3078100000000001,1.30816,1.30839,1.30775,1.30797,1.3083,1.30854,1.30792,1415
170,05/01/2020 23:45,1.30816,1.30767,1.30843,1.30759,1.3083,1.30782,1.30856,1.3077299999999998,2112
171,06/01/2020 00:00,1.30767,1.3080399999999999,1.30829,1.30764,1.30782,1.30815,1.30843,1.30776,1734
172,06/01/2020 00:15,1.3080399999999999,1.30854,1.30875,1.3080200000000002,1.30815,1.3086799999999998,1.30891,1.30815,1264
173,06/01/2020 00:30,1.30854,1.30865,1.30874,1.30839,1.3086799999999998,1.3088,1.3088899999999999,1.30855,872
174,06/01/2020 00:45,1.30865,1.30792,1.30864,1.3077,1.3088,1.30809,1.30881,1.3079,1363
175,06/01/2020 01:00,1.30792,1.30758,1.30798,1.30746,1.30809,1.30771,1.30813,1.3076299999999998,1250
176,06/01/2020 01:15,1.30758,1.30774,1.30784,1.30755,1.30771,1.30785,1.3080100000000001,1.3077,838
177,06/01/2020 01:30,1.30774,1.30805,1.3081,1.30768,1.30785,1.30821,1.30825,1.3078100000000001,1086
178,06/01/2020 01:45,1.30805,1.30789,1.30808,1.30776,1.30821,1.3080200000000002,1.30825,1.3079,932
179,06/01/2020 02:00,1.30789,1.30846,1.3086,1.30789,1.3080200000000002,1.3086,1.3087600000000001,1.30803,632
180,06/01/2020 02:15,1.30846,1.30869,1.3087,1.30816,1.3086,1.3088,1.30881,1.3083,468
181,06/01/2020 02:30,1.30869,1.3086,1.3087,1.30836,1.3088,1.3087,1.30885,1.30847,587
182,06/01/2020 02:45,1.3086,1.30867,1.30879,1.30847,1.3087,1.30883,1.30891,1.30861,382
183,06/01/2020 03:00,1.30867,1.30865,1.3088600000000001,1.30856,1.30883,1.30877,1.30902,1.3087,733
184,06/01/2020 03:15,1.30865,1.30871,1.3090000000000002,1.30857,1.30877,1.3088600000000001,1.30912,1.3087,629
185,06/01/2020 03:30,1.30871,1.3081399999999999,1.30873,1.30805,1.3088600000000001,1.30826,1.3088899999999999,1.30817,986
186,06/01/2020 03:45,1.3081399999999999,1.3081399999999999,1.3086,1.30809,1.30826,1.30829,1.30877,1.30823,807
187,06/01/2020 04:00,1.3081399999999999,1.30824,1.30831,1.30808,1.30829,1.3084,1.30847,1.30824,357
188,06/01/2020 04:15,1.30824,1.30854,1.30854,1.30811,1.3084,1.3086799999999998,1.30869,1.30829,728
189,06/01/2020 04:30,1.30854,1.3083200000000001,1.30863,1.30825,1.3086799999999998,1.3084799999999999,1.3088,1.30841,548
190,06/01/2020 04:45,1.3083200000000001,1.30834,1.30834,1.30803,1.3084799999999999,1.3085200000000001,1.3085200000000001,1.3082,441
191,06/01/2020 05:00,1.30834,1.3082799999999999,1.30853,1.30815,1.3085200000000001,1.30843,1.3087,1.30831,578
192,06/01/2020 05:15,1.3082799999999999,1.30823,1.30829,1.3081200000000002,1.30843,1.30839,1.30845,1.30829,440
193,06/01/2020 05:30,1.30823,1.30817,1.30851,1.3081399999999999,1.30839,1.30831,1.30867,1.30827,747
194,06/01/2020 05:45,1.30817,1.3080399999999999,1.3082799999999999,1.30792,1.30831,1.3082,1.30843,1.30809,608
195,06/01/2020 06:00,1.3080399999999999,1.30726,1.30811,1.30714,1.3082,1.30739,1.30827,1.30726,1338
196,06/01/2020 06:15,1.30726,1.30779,1.3078100000000001,1.30681,1.30739,1.30792,1.30796,1.30694,1496
197,06/01/2020 06:30,1.30779,1.3076299999999998,1.30789,1.3073299999999999,1.30792,1.30775,1.3080200000000002,1.30745,1892
198,06/01/2020 06:45,1.3076299999999998,1.3082,1.30827,1.30759,1.30775,1.3083799999999999,1.30843,1.30775,2490
199,06/01/2020 07:00,1.3082,1.30816,1.3086799999999998,1.30784,1.3083799999999999,1.3083,1.30883,1.30799,3443
200,06/01/2020 07:15,1.30816,1.30891,1.30942,1.30767,1.3083,1.3090600000000001,1.30954,1.3078,4859
201,06/01/2020 07:30,1.30891,1.30825,1.3090000000000002,1.30785,1.3090600000000001,1.30839,1.30914,1.3080200000000002,4089
202,06/01/2020 07:45,1.30825,1.30726,1.3085200000000001,1.30694,1.30839,1.3074,1.30865,1.3070700000000002,4571
203,06/01/2020 08:00,1.30726,1.30664,1.30827,1.30654,1.3074,1.30681,1.30841,1.3066799999999998,7083
204,06/01/2020 08:15,1.30664,1.30741,1.30764,1.30634,1.30681,1.30756,1.30779,1.3065,4510
205,06/01/2020 08:30,1.30741,1.30807,1.30829,1.30698,1.30756,1.30823,1.3084,1.30714,4120
206,06/01/2020 08:45,1.30807,1.31053,1.3108,1.30795,1.30823,1.31065,1.31094,1.30809,6024
207,06/01/2020 09:00,1.31053,1.31206,1.31206,1.31025,1.31065,1.31219,1.3122,1.3103799999999999,6905
208,06/01/2020 09:15,1.31206,1.3123799999999999,1.31264,1.3113700000000001,1.31219,1.31253,1.31281,1.31155,4749
209,06/01/2020 09:30,1.3123799999999999,1.31435,1.31456,1.31129,1.31253,1.3145,1.31467,1.31144,9764
210,06/01/2020 09:45,1.31435,1.31425,1.3148,1.31341,1.3145,1.3144,1.31493,1.31356,5995
211,06/01/2020 10:00,1.31425,1.3154700000000001,1.31555,1.31372,1.3144,1.3156,1.31569,1.31385,5241
212,06/01/2020 10:15,1.3154700000000001,1.31585,1.3166,1.31485,1.3156,1.3159999999999998,1.31676,1.31501,8140
213,06/01/2020 10:30,1.31585,1.31637,1.31728,1.31524,1.3159999999999998,1.3164799999999999,1.31744,1.31538,6228
214,06/01/2020 10:45,1.31637,1.31518,1.31679,1.3150899999999999,1.3164799999999999,1.31532,1.31695,1.31523,3959
215,06/01/2020 11:00,1.31518,1.3159,1.31724,1.31514,1.31532,1.31605,1.3174,1.31524,4622
216,06/01/2020 11:15,1.3159,1.31644,1.3164799999999999,1.31545,1.31605,1.3166,1.31663,1.31558,4619
217,06/01/2020 11:30,1.31644,1.31559,1.31739,1.31539,1.3166,1.31568,1.31752,1.31554,4092
218,06/01/2020 11:45,1.31559,1.31561,1.3159399999999999,1.31504,1.31568,1.31577,1.31607,1.3151700000000002,2715
219,06/01/2020 12:00,1.31561,1.31522,1.31561,1.31439,1.31577,1.31534,1.31575,1.31455,3698
220,06/01/2020 12:15,1.31522,1.31457,1.3156299999999999,1.31435,1.31534,1.31473,1.31578,1.3145,3082
221,06/01/2020 12:30,1.31457,1.3148799999999998,1.315,1.31429,1.31473,1.31501,1.31515,1.31443,2538
222,06/01/2020 12:45,1.3148799999999998,1.31379,1.31552,1.31379,1.31501,1.3139299999999998,1.31566,1.31392,2727
